crse_id,class_section,class_nbr,component,subject,catalog_nbr,instruction_mode,acad_org,wait_tot,wait_cap,class_capacity,enrollment_total,enrollment_available,descr,units,enrl_stat,enrl_stat_descr,instructors,section_type,days,start_time,end_time,bldg_cd,facility_descr,room,facility_id,crse_attr,crse_attr_value,reserve_notes,crse_catalog_description,prereq_courses
00081,005,00081,LEC,BIO,201,AM,201-BIO,0,99,40,25,15,General Biology II,4,O,Wait List,Erica|Johns,Lecture,NA,00:00,00:00,NA,AM Course,NA,NA,GE B,GE B-GE B2,,"Continuation of General Biology I. Topics include plant and animal physiology, development, and diversity.",BIO 101 with a grade of C or better
00082,006,00082,LAB,BIO,201,AM,201-BIO,0,99,40,25,15,General Biology II,0,O,Wait List,Erica|Johns,Lab,NA,00:00,00:00,NA,AM Course,NA,NA,GE B,GE B-GE B2,,"Continuation of General Biology I. Topics include plant and animal physiology, development, and diversity.",BIO 101 with a grade of C or better
00083,001,00083,LEC,BIO,202,IP,202-BIO,0,99,30,25,5,Microbiology,4,O,Open,Brandon|Jones,Lecture,MoWeFr,11:10,12:00,040,Biology Building,203,040-203,,,,"Introduction to the study of microorganisms including bacteria, viruses, fungi, and parasites, with emphasis on their roles in health and disease.",BIO 101 with a grade of C or better
00084,002,00084,LAB,BIO,202,IP,202-BIO,0,99,30,25,5,Microbiology,0,O,Open,Brandon|Jones,Lab,MoWeFr,12:10,15:00,040,Biology Building,203,040-213,,,,"Introduction to the study of microorganisms including bacteria, viruses, fungi, and parasites, with emphasis on their roles in health and disease.",BIO 101 with a grade of C or better
00085,003,00085,LEC,BUS,101,IP,101-BUS,0,99,60,55,5,Introduction to Business,4,O,Open,Ashley|Jordan,Lecture,MoWeFr,10:10,11:00,050,Business Building,101,050-101,,,Seats are reserved for new freshman. Any remaining seats will be made available to all students on the first day of the second round of registration.,"Overview of business principles including management, marketing, finance, and operations.",None
00086,004,00086,LEC,BUS,101,IP,101-BUS,0,99,60,50,10,Introduction to Business,4,O,Open,Michael|Jordan,Lecture,TuTh,13:10,14:30,050,Business Building,102,050-102,,,Seats are reserved for new freshman. Any remaining seats will be made available to all students on the first day of the second round of registration.,"Overview of business principles including management, marketing, finance, and operations.",None
00087,005,00087,LEC,BUS,101,AM,101-BUS,0,99,60,40,20,Introduction to Business,4,O,Wait List,Samantha|Jordan,Lecture,NA,00:00,00:00,NA,AM Course,NA,NA,,,Seats are reserved for new freshman. Any remaining seats will be made available to all students on the first day of the second round of registration.,"Overview of business principles including management, marketing, finance, and operations.",None
00088,001,00088,LEC,BUS,201,IP,201-BUS,0,99,50,45,5,Principles of Marketing,4,O,Open,Justin|Kelley,Lecture,MoWeFr,13:10,14:00,050,Business Building,201,050-201,,,,"Introduction to marketing concepts including market research, consumer behavior, product development, and promotional strategies.",BUS 101 with a grade of C or better
00089,002,00089,LEC,BUS,201,IP,201-BUS,0,99,50,40,10,Principles of Marketing,4,O,Open,Rebecca|Kelley,Lecture,TuTh,09:10,10:30,050,Business Building,202,050-202,,,,"Introduction to marketing concepts including market research, consumer behavior, product development, and promotional strategies.",BUS 101 with a grade of C or better
00090,003,00090,LEC,BUS,202,IP,202-BUS,0,99,40,35,5,Financial Accounting,4,O,Open,Stephanie|Kelley,Lecture,MoWeFr,11:10,12:00,050,Business Building,203,050-203,,,,"Introduction to financial accounting principles including the preparation and analysis of financial statements.",BUS 101 with a grade of C or better
00091,004,00091,LEC,BUS,202,IP,202-BUS,0,99,40,30,10,Financial Accounting,4,O,Open,David|Kelley,Lecture,TuTh,14:10,15:30,050,Business Building,204,050-204,,,,"Introduction to financial accounting principles including the preparation and analysis of financial statements.",BUS 101 with a grade of C or better
00092,005,00092,LEC,BUS,202,AM,202-BUS,0,99,40,25,15,Financial Accounting,4,O,Wait List,Amanda|Kelley,Lecture,NA,00:00,00:00,NA,AM Course,NA,NA,,,,"Introduction to financial accounting principles including the preparation and analysis of financial statements.",BUS 101 with a grade of C or better
00093,001,00093,LEC,BUS,203,IP,203-BUS,0,99,30,25,5,Business Law,4,O,Open,Michael|Scott,Lecture,MoWeFr,11:10,12:00,050,Business Building,205,050-205,,,,"Introduction to business law principles including contracts, torts, and regulatory compliance.",BUS 101 with a grade of C or better
00094,002,00094,LEC,ENG,101,IP,101-ENG,0,99,50,45,5,English Composition I,4,O,Open,Laura|King,Lecture,MoWeFr,08:10,09:00,060,English Building,101,060-101,GE A,GE A-GE A2,Seats are reserved for new freshman. Any remaining seats will be made available to all students on the first day of the second round of registration.,"Introduction to academic writing with emphasis on thesis development, organization, and research skills.",None
00095,003,00095,LEC,ENG,101,IP,101-ENG,0,99,50,40,10,English Composition I,4,O,Open,James|King,Lecture,TuTh,10:10,11:30,060,English Building,102,060-102,GE A,GE A-GE A2,Seats are reserved for new freshman. Any remaining seats will be made available to all students on the first day of the second round of registration.,"Introduction to academic writing with emphasis on thesis development, organization, and research skills.",None
00096,005,00096,LEC,ENG,101,AM,101-ENG,0,99,50,30,20,English Composition I,4,O,Wait List,Emily|King,Lecture,NA,00:00,00:00,NA,AM Course,NA,NA,GE A,GE A-GE A2,Seats are reserved for new freshman. Any remaining seats will be made available to all students on the first day of the second round of registration.,"Introduction to academic writing with emphasis on thesis development, organization, and research skills.",None
00097,001,00097,LEC,ENG,201,IP,201-ENG,0,99,40,35,5,English Composition II,4,O,Open,Daniel|Lee,Lecture,MoWeFr,13:10,14:00,060,English Building,201,060-201,GE A,GE A-GE A2,,"Continuation of English Composition I with emphasis on advanced research, argumentation, and critical analysis.",ENG 101 with a grade of C or better
00098,002,00098,LEC,ENG,201,IP,201-ENG,0,99,40,30,10,English Composition II,4,O,Open,Sarah|Lee,Lecture,TuTh,09:10,10:30,060,English Building,202,060-202,GE A,GE A-GE A2,,"Continuation of English Composition I with emphasis on advanced research, argumentation, and critical analysis.",ENG 101 with a grade of C or better
00099,003,00099,LEC,ENG,202,IP,202-ENG,0,99,30,25,5,Creative Writing,4,O,Open,Joshua|Lee,Lecture,MoWeFr,11:10,12:00,060,English Building,203,060-203,,,,"Introduction to creative writing in various genres including fiction, poetry, and creative nonfiction.",ENG 101 with a grade of C or better
00100,004,00100,LEC,ENG,202,IP,202-ENG,0,99,30,20,10,Creative Writing,4,O,Open,Megan|Lee,Lecture,TuTh,14:10,15:30,060,English Building,204,060-204,,,,"Introduction to creative writing in various genres including fiction, poetry, and creative nonfiction.",ENG 101 with a grade of C or better
00101,005,00101,LEC,ENG,202,AM,202-ENG,0,99,30,15,15,Creative Writing,4,O,Wait List,Alyssa|Lee,Lecture,NA,00:00,00:00,NA,AM Course,NA,NA,,,,"Introduction to creative writing in various genres including fiction, poetry, and creative nonfiction.",ENG 101 with a grade of C or better
00102,001,00102,LEC,PSY,101,IP,101-PSY,0,99,60,55,5,Introduction to Psychology,4,O,Open,Angela|Lopez,Lecture,MoWeFr,10:10,11:00,070,Psychology Building,101,070-101,GE F,GE F,Seats are reserved for new freshman. Any remaining seats will be made available to all students on the first day of the second round of registration.,"Overview of psychological principles including development, cognition, behavior, and mental health.",None
00103,002,00103,LEC,PSY,101,IP,101-PSY,0,99,60,50,10,Introduction to Psychology,4,O,Open,Brian|Lopez,Lecture,TuTh,13:10,14:30,070,Psychology Building,102,070-102,GE F,GE F,Seats are reserved for new freshman. Any remaining seats will be made available to all students on the first day of the second round of registration.,"Overview of psychological principles including development, cognition, behavior, and mental health.",None
00104,003,00104,LEC,PSY,101,AM,101-PSY,0,99,60,40,20,Introduction to Psychology,4,O,Wait List,Christine|Lopez,Lecture,NA,00:00,00:00,NA,AM Course,NA,NA,GE F,GE F,Seats are reserved for new freshman. Any remaining seats will be made available to all students on the first day of the second round of registration.,"Overview of psychological principles including development, cognition, behavior, and mental health.",None
00105,001,00105,LEC,PSY,201,IP,201-PSY,0,99,40,35,5,Psychology of Learning,4,O,Open,Daniel|Lee,Lecture,MoWeFr,13:10,14:00,070,Psychology Building,201,070-201,,,,Examination of learning theories and their applications in educational settings.,PSY 101 with a grade of C or better
00106,002,00106,LEC,PSY,201,IP,201-PSY,0,99,40,30,10,Psychology of Learning,4,O,Open,Sarah|Lee,Lecture,TuTh,09:10,10:30,070,Psychology Building,202,070-202,,,,Examination of learning theories and their applications in educational settings.,PSY 101 with a grade of C or better
00107,003,00107,LEC,PSY,202,IP,202-PSY,0,99,30,25,5,Developmental Psychology,4,O,Open,Joshua|Lee,Lecture,MoWeFr,11:10,12:00,070,Psychology Building,203,070-203,,,,"Study of human development from infancy through adulthood, including cognitive, emotional, and social growth.",PSY 101 with a grade of C or better
00108,004,00108,LEC,PSY,202,IP,202-PSY,0,99,30,20,10,Developmental Psychology,4,O,Open,Megan|Lee,Lecture,TuTh,14:10,15:30,070,Psychology Building,204,070-204,,,,"Study of human development from infancy through adulthood, including cognitive, emotional, and social growth.",PSY 101 with a grade of C or better
00109,005,00109,LEC,PSY,202,AM,202-PSY,0,99,30,15,15,Developmental Psychology,4,O,Wait List,Alyssa|Lee,Lecture,NA,00:00,00:00,NA,AM Course,NA,NA,,,,"Study of human development from infancy through adulthood, including cognitive, emotional, and social growth.",PSY 101 with a grade of C or better
00110,001,00110,LEC,HIST,101,IP,101-HIS,0,99,50,45,5,World History I,4,O,Open,Steven|Martinez,Lecture,MoWeFr,08:10,09:00,080,History Building,101,080-101,GE D,GE D-GE D2,,"Survey of world history from ancient times to 1500 CE, covering major civilizations and cultural developments.",None
00111,002,00111,LEC,HIST,101,IP,101-HIS,0,99,50,40,10,World History I,4,O,Open,Jessica|Martinez,Lecture,TuTh,10:10,11:30,080,History Building,102,080-102,GE D,GE D-GE D2,,"Survey of world history from ancient times to 1500 CE, covering major civilizations and cultural developments.",None
00112,003,00112,LEC,HIST,101,AM,101-HIS,0,99,50,30,20,World History I,4,O,Wait List,Kevin|Martinez,Lecture,NA,00:00,00:00,NA,AM Course,NA,NA,GE D,GE D-GE D2,,"Survey of world history from ancient times to 1500 CE, covering major civilizations and cultural developments.",None
00113,001,00113,LEC,HIST,201,IP,201-HIS,0,99,40,35,5,World History II,4,O,Open,Amy|Garcia,Lecture,MoWeFr,13:10,14:00,080,History Building,201,080-201,GE D,GE D-GE D2,,"Continuation of World History I, covering global history from 1500 CE to the present.",HIST 101 with a grade of C or better
00114,002,00114,LEC,HIST,201,IP,201-HIS,0,99,40,30,10,World History II,4,O,Open,Matthew|Garcia,Lecture,TuTh,09:10,10:30,080,History Building,202,080-202,GE D,GE D-GE D2,,"Continuation of World History I, covering global history from 1500 CE to the present.",HIST 101 with a grade of C or better
00115,003,00115,LEC,HIST,202,IP,202-HIS,0,99,30,25,5,U.S. History I,4,O,Open,Laura|Garcia,Lecture,MoWeFr,11:10,12:00,080,History Building,203,080-203,GE D,GE D-GE D1,,"Survey of U.S. history from pre-Columbian times to 1877, covering major events and social changes.",None
00116,004,00116,LEC,HIST,202,IP,202-HIS,0,99,30,20,10,U.S. History I,4,O,Open,James|Garcia,Lecture,TuTh,14:10,15:30,080,History Building,204,080-204,GE D,GE D-GE D1,,"Survey of U.S. history from pre-Columbian times to 1877, covering major events and social changes.",None
00117,005,00117,LEC,HIST,202,AM,202-HIS,0,99,30,15,15,U.S. History I,4,O,Wait List,Emily|Garcia,Lecture,NA,00:00,00:00,NA,AM Course,NA,NA,GE D,GE D-GE D1,,"Survey of U.S. history from pre-Columbian times to 1877, covering major events and social changes.",None
00118,001,00118,LEC,HIST,203,IP,203-HIS,0,99,25,20,5,U.S. History II,4,O,Open,John|Wilson,Lecture,MoWeFr,11:10,12:00,080,History Building,205,080-205,GE D,GE D-GE D1,,"Continuation of U.S. History I, covering U.S. history from 1877 to the present.",HIST 202 with a grade of C or better
00119,002,00119,LEC,ART,101,IP,101-ART,0,99,30,25,5,Art Appreciation,4,O,Open,Olivia|Moore,Lecture,MoWeFr,10:10,11:00,090,Art Building,101,090-101,GE C,GE C-GE C1,Seats are reserved for new freshman. Any remaining seats will be made available to all students on the first day of the second round of registration.,"Introduction to the visual arts, including analysis and appreciation of various art forms and styles.",None
00120,003,00120,LEC,ART,101,IP,101-ART,0,99,30,20,10,Art Appreciation,4,O,Open,Liam|Moore,Lecture,TuTh,13:10,14:30,090,Art Building,102,090-102,GE C,GE C-GE C1,Seats are reserved for new freshman. Any remaining seats will be made available to all students on the first day of the second round of registration.,"Introduction to the visual arts, including analysis and appreciation of various art forms and styles.",None
00121,005,00121,LEC,ART,101,AM,101-ART,0,99,30,15,15,Art Appreciation,4,O,Wait List,Emma|Moore,Lecture,NA,00:00,00:00,NA,AM Course,NA,NA,GE C,GE C-GE C1,Seats are reserved for new freshman. Any remaining seats will be made available to all students on the first day of the second round of registration.,"Introduction to the visual arts, including analysis and appreciation of various art forms and styles.",None
00122,001,00122,LEC,ART,201,IP,201-ART,0,99,20,15,5,Introduction to Drawing and Painting,4,O,Open,Noah|Taylor,Lecture,MoWeFr,13:10,14:00,090,Art Building,201,090-201,,,,Fundamentals of drawing and painting techniques using various media.,ART 101 or equivalent
00123,002,00123,LEC,ART,201,IP,201-ART,0,99,20,10,10,Introduction to Drawing and Painting,4,O,Open,Ava|Taylor,Lecture,TuTh,09:10,10:30,090,Art Building,202,090-202,,,,Fundamentals of drawing and painting techniques using various media.,ART 101 or equivalent
00124,003,00124,LEC,ART,202,IP,202-ART,0,99,15,10,5,Sculpture I,4,O,Open,Sophia|Taylor,Lecture,MoWeFr,11:10,12:00,090,Art Building,203,090-203,,,,Introduction to three-dimensional art through various sculptural techniques and materials.,ART 101 or equivalent
00125,004,00125,LEC,ART,203,IP,203-ART,0,99,15,5,10,Digital Art,4,O,Open,Isabella|Taylor,Lecture,TuTh,14:10,15:30,090,Art Building,204,090-204,,,,"Exploration of digital art techniques and tools, including graphic design and digital painting.",ART 101 or equivalent
00126,005,00126,LEC,ART,203,AM,203-ART,0,99,15,5,10,Digital Art,4,O,Wait List,Mia|Taylor,Lecture,NA,00:00,00:00,NA,AM Course,NA,NA,,,,"Exploration of digital art techniques and tools, including graphic design and digital painting.",ART 101 or equivalent
00127,001,00127,LEC,ART,204,IP,204-ART,0,99,20,20,0,Digital Photography,4,O,Closed,Charlotte|Anderson,Lecture,MoWeFr,11:10,12:00,090,Art Building,205,090-205,,,,"Introduction to photography techniques including camera operation, composition, and lighting.",ART 101 or equivalent
00128,002,00128,LEC,COM,101,IP,101-COM,0,99,40,35,5,Public Speaking,4,O,Open,Evelyn|Thomas,Lecture,MoWeFr,10:10,11:00,100,Communications Building,101,100-101,GE A,GE A-GE A1,Seats are reserved for new freshman. Any remaining seats will be made available to all students on the first day of the second round of registration.,"Fundamentals of public speaking including speech preparation, delivery techniques, and audience analysis.",None
00129,003,00129,LEC,COM,101,IP,101-COM,0,99,40,30,10,Public Speaking,4,O,Open,Alexander|Thomas,Lecture,TuTh,13:10,14:30,100,Communications Building,102,100-102,GE A,GE A-GE A1,Seats are reserved for new freshman. Any remaining seats will be made available to all students on the first day of the second round of registration.,"Fundamentals of public speaking including speech preparation, delivery techniques, and audience analysis.",None
00130,005,00130,LEC,COM,101,AM,101-COM,0,99,40,25,15,Public Speaking,4,O,Wait List,Sofia|Thomas,Lecture,NA,00:00,00:00,NA,AM Course,NA,NA,GE A,GE A-GE A1,Seats are reserved for new freshman. Any remaining seats will be made available to all students on the first day of the second round of registration.,"Fundamentals of public speaking including speech preparation, delivery techniques, and audience analysis.",None
00131,001,00131,LEC,COM,201,IP,201-COM,0,99,30,25,5,Interpersonal Communication,4,O,Open,Henry|Jackson,Lecture,MoWeFr,13:10,14:00,100,Communications Building,201,100-201,,,,Study of interpersonal communication theories and practices in various contexts.,COM 101 with a grade of C or better
00132,002,00132,LEC,COM,201,IP,201-COM,0,99,30,20,10,Interpersonal Communication,4,O,Open,Amelia|Jackson,Lecture,TuTh,09:10,10:30,100,Communications Building,202,100-202,,,,Study of interpersonal communication theories and practices in various contexts.,COM 101 with a grade of C or better
00133,003,00133,LEC,COM,202,IP,202-COM,0,99,25,20,5,Small Group Communication,4,O,Open,Jack|Jackson,Lecture,MoWeFr,11:10,12:00,100,Communications Building,203,100-203,,,,"Examination of communication processes in small group settings including leadership, decision-making, and conflict resolution.",COM 101 with a grade of C or better
00134,004,00134,LEC,COM,203,IP,203-COM,0,99,25,15,10,Organizational Communication,4,O,Open,Harper|Jackson,Lecture,TuTh,14:10,15:30,100,Communications Building,204,100-204,,,,"Study of communication within organizations, including internal communication, culture, and change management.",COM 101 with a grade of C or better
00135,005,00135,LEC,GRC,101,IP,101-GRC,0,99,30,25,5,Introduction to Graphic Design,4,O,Open,Ella|White,Lecture,MoWeFr,10:10,11:00,110,Graphic Design Building,101,110-101,GE C,GE C-GE C1,Seats are reserved for new freshman. Any remaining seats will be made available to all students on the first day of the second round of registration.,"Fundamentals of graphic design including typography, color theory, and layout principles.",None
00136,003,00136,LEC,GRC,101,IP,101-GRC,0,99,30,20,10,Introduction to Graphic Design,4,O,Open,Samuel|White,Lecture,TuTh,13:10,14:30,110,Graphic Design Building,102,110-102,GE C,GE C-GE C1,Seats are reserved for new freshman. Any remaining seats will be made available to all students on the first day of the second round of registration.,"Fundamentals of graphic design including typography, color theory, and layout principles.",None
00137,005,00137,LEC,GRC,101,AM,101-GRC,0,99,30,15,15,Introduction to Graphic Design,4,O,Wait List,Victoria|White,Lecture,NA,00:00,00:00,NA,AM Course,NA,NA,GE C,GE C-GE C1,Seats are reserved for new freshman. Any remaining seats will be made available to all students on the first day of the second round of registration.,"Fundamentals of graphic design including typography, color theory, and layout principles.",None
00138,001,00138,LEC,GRC,201,IP,201-GRC,0,99,20,15,5,Typography,4,O,Open,David|Harris,Lecture,MoWeFr,13:10,14:00,110,Graphic Design Building,201,110-201,,,,Study of typography principles and practices in graphic design.,GRC 101 with a grade of C or better
00139,002,00139,LEC,ENG,401,IP,401-ENG,0,99,25,20,5,University Writing,4,O,Open,Grace|Clark,Lecture,MoWeFr,11:10,12:00,060,English Building,401,060-401,GWR,GWR,Seats are reserved for seniors and those who are graduating this quarter. All remaining seats will be made available to all students on the first day of the second round of registration.,"Advanced writing course focusing on research, argumentation, and academic discourse.",ENG 101 with a grade of C or better
00140,003,00140,LEC,ENG,401,IP,401-ENG,0,99,25,15,10,University Writing,4,O,Open,Joseph|Lei,Lecture,TuTh,14:10,15:30,060,English Building,402,060-402,GWR,GWR,Seats are reserved for seniors and those who are graduating this quarter. All remaining seats will be made available to all students on the first day of the second round of registration.,"Advanced writing course focusing on research, argumentation, and academic discourse.",ENG 101 with a grade of C or better
00141,004,00141,LEC,ENG,401,AM,401-ENG,0,99,25,10,15,University Writing,4,O,Wait List,Samantha|Wright,Lecture,NA,00:00,00:00,NA,AM Course,NA,NA,GWR,GWR,Seats are reserved for seniors and those who are graduating this quarter. All remaining seats will be made available to all students on the first day of the second round of registration.,"Advanced writing course focusing on research, argumentation, and academic discourse.",ENG 101 with a grade of C or better
